68556.54550376424, 3.5890030052487824e-24
49380.07944583586, 2.077909013954961e-24
35566.99062243708, 1.1838547726343546e-24
24134.33035035984, 6.124709785620911e-25
16541.07840382804, 3.3790592854387705e-25
11914.66191556287, 2.0202732904106448e-25
7320.678981551238, 1.0121283787935679e-25
5118.979218285003, 6.663996027254776e-26
58474.033186710614, 2.7751149516746367e-24
42537.18350894652, 1.5810764851035892e-24
29443.714498906582, 8.446982037963706e-25
20179.650612493173, 4.585968470862808e-25
14249.37485547413, 2.6551176494928935e-25
9669.890499884566, 1.4885892182773032e-25
8413.980564121006, 1.267555083078808e-25
6060.862795669366, 7.826052507887333e-26
4238.200524293147, 5.321125358094444e-26
3687.6859334264263, 4.458765783356045e-26
3273.177894065061, 3.920741750514048e-26
2683.319853104003, 3.232947140455322e-26
2311.836371744133, 2.8428384550057014e-26
1933.3844813074716, 2.5403090882395968e-26
1553.9533791444085, 2.2699743112134557e-26
1236.6731156708713, 2.0612759002042598e-26
831.4595512431857, 2.0612759002042598e-26
655.285356177134, 2.2337786700189937e-26
521.6814183904248, 2.8428384550057014e-26
411.251543050465, 3.920741750514048e-26
365.18361515230407, 5.152783373569003e-26
334.05924405605924, 6.453170263792692e-26
302.6010941870796, 8.899983054568892e-26
274.1148343205644, 1.267555083078808e-25
248.31881591671956, 1.8642583982209753e-25
234.05237526665837, 2.6551176494928935e-25
220.61321412837202, 3.905017969167149e-25
203.90463256089643, 7.078035556182289e-25
192.1898805878598, 1.0080693291708646e-24
181.1889601478575, 1.7693693468114682e-24
1044.6155594904483, 1.964236230044617e-26

