10, 1.46e-23
20, 0.40e-23
30, 0.32e-23
40, 0.33e-23
50, 0.25e-23
100, 0.42e-23
200, 0.87e-23
300, 1.86e-23
400, 2.88e-23
500, 4.38e-23
1000, 26.2e-23
