50, 	 3.26976e-24
90, 	 2.76186e-24
100, 	 2.71691e-24
150, 	 3.32919e-24
180, 	 2.74555e-24
200, 	 2.55957e-24
260, 	 2.17513e-24
360, 	 2.20365e-24
500, 	 1.67194e-24
750, 	 1.47574e-24
1000, 	 1.42174e-24
1500, 	 1.46526e-24
2000, 	 1.40156e-24
3000, 	 1.72216e-24
5000, 	 2.02103e-24
10000, 	 2.41101e-24
30000, 	 5.108e-24
100000, 	 1.39455e-23
